,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_f1,mean_train_accuracy,mean_train_balanced_accuracy,mean_train_f1,param_krr__alpha,param_krr__coef0,param_krr__degree,params,rank_test_accuracy,rank_test_balanced_accuracy,rank_test_f1,split0_test_accuracy,split0_test_balanced_accuracy,split0_test_f1,split0_train_accuracy,split0_train_balanced_accuracy,split0_train_f1,split1_test_accuracy,split1_test_balanced_accuracy,split1_test_f1,split1_train_accuracy,split1_train_balanced_accuracy,split1_train_f1,split2_test_accuracy,split2_test_balanced_accuracy,split2_test_f1,split2_train_accuracy,split2_train_balanced_accuracy,split2_train_f1,split3_test_accuracy,split3_test_balanced_accuracy,split3_test_f1,split3_train_accuracy,split3_train_balanced_accuracy,split3_train_f1,split4_test_accuracy,split4_test_balanced_accuracy,split4_test_f1,split4_train_accuracy,split4_train_balanced_accuracy,split4_train_f1,std_fit_time,std_score_time,std_test_accuracy,std_test_balanced_accuracy,std_test_f1,std_train_accuracy,std_train_balanced_accuracy,std_train_f1
128,146.54147019386292,19.18392276763916,0.7213741749873075,0.7117323772586795,0.7162925643748379,0.9662379421221866,0.9644715924349694,0.9657942038852868,0.1,0,3,"{'krr__alpha': 0.1, 'krr__coef0': 0, 'krr__degree': 3}",52,17,33,0.7192418344897614,0.7147260273972603,0.7155837476427226,0.9668725672702657,0.9663556202379934,0.9664797294404727,0.722964968691826,0.7205479452054795,0.7199315654405475,0.965857167033339,0.9631880832120537,0.9653781801021065,0.7197495346082248,0.7047945205479452,0.7130977130977131,0.9663225588085971,0.9649002653882373,0.9658925357785585,0.7183956676256558,0.7113013698630137,0.7139910622206944,0.9663648671518024,0.9645578289530006,0.9659222427022163,0.7265188695210696,0.7072920232796988,0.7188587334725121,0.9657725503469284,0.9633561643835616,0.9652983314030799,9.576545769148703,1.1662536097298337,0.0030018775763942136,0.0055625991397784845,0.002677086498501424,0.0003968874394841238,0.001151723375090542,0.000427778843205153
147,98.42494258880615,5.697241163253784,0.7210018615671011,0.6594075494881186,0.7001802345869275,0.7281265865628702,0.6676597474765835,0.7082251401839429,1,1,1,"{'krr__alpha': 1, 'krr__coef0': 1, 'krr__degree': 1}",53,76,60,0.7146725334235912,0.6465753424657534,0.6913218601244965,0.7292266034862075,0.6704905401934765,0.7099347353154458,0.7319343374513454,0.6835616438356165,0.7159253945480631,0.7244034523608055,0.6662100847530177,0.7049551589817918,0.721611101709257,0.6606164383561643,0.7010721424677449,0.729015061770181,0.6660388665353993,0.7083997268381514,0.7187341343712981,0.6565068493150685,0.6975982532751092,0.7313843289896768,0.6680078760380105,0.710817581416534,0.7180572008800136,0.6497774734679904,0.6949835225192238,0.7266034862074802,0.6675513698630137,0.7070184983677911,9.972079289325768,0.4448858706952375,0.005895154119364272,0.013043769767634904,0.00849527873345495,0.0023997447416016222,0.0016046871125555454,0.002089148587000546
140,97.70498065948486,5.934342002868652,0.7197495346082248,0.670297327336763,0.702678379512,0.7264088678287358,0.6780015213207726,0.7100951789794719,1,0,1,"{'krr__alpha': 1, 'krr__coef0': 0, 'krr__degree': 1}",54,54,56,0.71450330005077,0.6592465753424658,0.695322376738306,0.7277881198172279,0.6813628970122421,0.7121510379384394,0.7290573701133863,0.6928082191780822,0.7164866300690633,0.7230495853782366,0.6761407413748823,0.7070092203025691,0.7207649348451515,0.672945205479452,0.7043010752688172,0.7269842612963276,0.6759695231572639,0.709912339851652,0.7178879675071924,0.6674657534246575,0.7004492362982929,0.7292689118294128,0.6776817053334475,0.7121586973145607,0.7165341005246234,0.6590208832591579,0.6968325791855204,0.7249534608224741,0.6788527397260274,0.7092445994901383,15.216776974282334,0.36007348085436075,0.005079257128395078,0.012418104780075248,0.0075703918352580815,0.0021824872742915416,0.001985810671837841,0.0019372516898071514
192,140.3102463722229,19.368581104278565,0.7158233203587747,0.6599548146862821,0.6965149705194352,0.7258250126925029,0.671221184618975,0.7075786926880799,1000,1,4,"{'krr__alpha': 1000, 'krr__coef0': 1, 'krr__degree': 4}",55,75,61,0.7143340666779489,0.6547945205479452,0.6937590711175617,0.7257573193433745,0.6723739405872785,0.7078864353312303,0.7248265357928584,0.6777397260273973,0.708810888252149,0.7235572854967,0.6684359215820563,0.7050112866817156,0.7128109663225588,0.6551369863013699,0.692739453195727,0.7269842612963276,0.6713466312815684,0.7084970863260606,0.7136571331866645,0.6523972602739726,0.6924754634678298,0.7266457945506853,0.670661758411095,0.7080301866329252,0.7134878998138433,0.6597055802807258,0.6947899765639084,0.7261804027754273,0.6732876712328767,0.7084684684684684,5.892837473428361,1.6049483808134513,0.004527617419883991,0.009201325163647682,0.006202133936494854,0.0012075604597147562,0.0016544242490932274,0.0013057774490172363
118,149.83839082717896,22.09806842803955,0.713149433068201,0.7364565053251607,0.7173169614078689,0.9906498561516331,0.9934079784171226,0.9905670665871533,0.01,0,7,"{'krr__alpha': 0.01, 'krr__coef0': 0, 'krr__degree': 7}",56,10,31,0.7134878998138433,0.7404109589041096,0.7186305467841118,0.9907767811812489,0.9936649259481208,0.9906964834414476,0.713149433068201,0.7410958904109589,0.7185787813382034,0.9907767811812489,0.9935793168393117,0.9906956892872385,0.7121340328312743,0.7297945205479452,0.7147409022304209,0.9906498561516331,0.9930656621864566,0.9905640237393791,0.7117955660856321,0.7359589041095891,0.7162139643392768,0.9906498561516331,0.99375053505693,0.9905704655032641,0.7151802335420545,0.735022252653201,0.7184206123473315,0.9903960060924014,0.9929794520547945,0.9903086709644365,13.834561706881702,2.2187523687471242,0.0011918644008569387,0.004095078166555574,0.0015740663831288815,0.0001390394036652008,0.0003204806343815287,0.00014147906597452564
116,148.658855676651,21.629969310760497,0.712540192926045,0.7213211369722322,0.7126233615587162,0.9973684210526315,0.9977056304407228,0.9973384992034664,0.01,0,5,"{'krr__alpha': 0.01, 'krr__coef0': 0, 'krr__degree': 5}",57,14,34,0.71298019969538,0.7294520547945206,0.7152451309603762,0.9973345743780674,0.9977741631709613,0.9973045822102425,0.724318835674395,0.739041095890411,0.7259882253994955,0.9975038077508884,0.9976885540621522,0.9974750716822869,0.7068877982738196,0.7102739726027397,0.7054421768707483,0.9974614994076832,0.997602944953343,0.9974321663956175,0.7080724318835674,0.7164383561643836,0.7080724318835675,0.9976730411237096,0.9981165996061981,0.9976468574851325,0.7104416991030631,0.7114002054091064,0.708368842679393,0.9968691826028093,0.9973458904109589,0.9968338182440528,10.105679944418364,2.7222362450523825,0.00624890648533964,0.011175106628565613,0.007427981766313396,0.00027209232003405257,0.0002505359020673478,0.00027508676738537114
14,98.94519381523132,5.659788608551025,0.7118294127601964,0.657488779879287,0.6927395285249528,0.7303096970722626,0.6776935425518316,0.7129529962033785,1e-12,0,1,"{'krr__alpha': 1e-12, 'krr__coef0': 0, 'krr__degree': 1}",58,78,64,0.7013030969707226,0.6455479452054794,0.6811201445347786,0.7279996615332543,0.6728019861313244,0.7097123763940939,0.7139955999323067,0.6808219178082192,0.7017296152488528,0.7198764596378405,0.6847872613646092,0.707281489013661,0.7209341682179726,0.6613013698630137,0.7007802576664852,0.7312150956168556,0.6717746768256142,0.7118428811176123,0.699103063124048,0.635958904109589,0.676256372906045,0.7337112878659672,0.6677510487115829,0.7125239791723761,0.7238111355559317,0.6638137624101336,0.7038112522686025,0.7387459807073955,0.6913527397260274,0.723404255319149,12.414426139976692,0.7014650278637553,0.01003906289576456,0.015524790854474897,0.011616906253858432,0.006288881547290985,0.008884908480132975,0.005537379141306057
160,146.3269735813141,21.678424692153932,0.7112878659671688,0.7513182997003278,0.7200227245306341,0.8710695549162295,0.9078487808911089,0.8743662813716137,10,0,7,"{'krr__alpha': 10, 'krr__coef0': 0, 'krr__degree': 7}",59,6,27,0.7070570316466407,0.736986301369863,0.7131731565865782,0.8706633948214588,0.9071141169420426,0.873932945688482,0.7156879336605179,0.7647260273972603,0.7266514806378132,0.8714249449991538,0.9083126444653711,0.8747269054783791,0.7077339651379252,0.7445205479452055,0.7157201646090535,0.8707903198510746,0.907285335159661,0.8740618556701031,0.7139955999323067,0.7575342465753425,0.7235852142623488,0.8721441868336436,0.9084838626829894,0.8753608842695703,0.7119647994584533,0.7528243752139678,0.720983606557377,0.8703249280758165,0.9080479452054795,0.8737488157515344,14.83264745433064,2.9047911602476564,0.0033964931336746395,0.009718940539684308,0.004959508801996087,0.0006447547199711889,0.0005505210136531939,0.0005968254828673541
137,145.54498677253724,19.42396264076233,0.7107124724995769,0.6530374285406104,0.6905062559650836,0.999543069893383,0.9990754098975858,0.9995374746949462,0.1,1,5,"{'krr__alpha': 0.1, 'krr__coef0': 1, 'krr__degree': 5}",60,80,66,0.7067185649009985,0.6482876712328767,0.6859938394636709,0.9994499915383314,0.9988870815854807,0.9994432309734892,0.7148417667964122,0.6636986301369863,0.696996942995864,0.9993653748519208,0.9987158633678623,0.9993575191673448,0.7101032323574209,0.6482876712328767,0.6884888161483905,0.9997038415975631,0.9994007362383358,0.9997002783129951,0.7087493653748519,0.6513698630136986,0.6885067873303167,0.9995346082247419,0.999058299803099,0.9995289280972978,0.713149433068201,0.6535433070866141,0.6925448938871757,0.9996615332543578,0.9993150684931507,0.999657416923604,9.540327469213432,2.4293986451931824,0.0029382344781466287,0.005688906684647916,0.0038656151807066885,0.0001266426599009876,0.00025624499445796447,0.00012824201460124977
155,103.92125830650329,5.220018672943115,0.7081062785581316,0.5885902510399422,0.6658286670788369,0.741394482992046,0.6255221877114574,0.7050783517109991,10,0,2,"{'krr__alpha': 10, 'krr__coef0': 0, 'krr__degree': 2}",61,164,83,0.706041631409714,0.5767123287671233,0.659745347698335,0.743357590116771,0.6249464943069942,0.7064744024000774,0.7217803350820782,0.6061643835616438,0.6828703703703703,0.7397613809443222,0.6240047941100934,0.7032659559071832,0.7021492638348282,0.5746575342465754,0.6559812353401095,0.7411998646133018,0.6247752760893759,0.704678221406846,0.7063800981553562,0.6030821917808219,0.6699638577135248,0.7412844812997123,0.6305110863795907,0.7066442792036458,0.7041800643086816,0.5823348168435467,0.6605825242718446,0.7413690979861228,0.6233732876712329,0.7043288996372431,8.164298749563825,1.0569910153465183,0.007001763652062497,0.013365646801230577,0.009685248097465694,0.0011464233917373595,0.0025572901482773876,0.0012967380351906936
92,107.19301218986512,5.363519906997681,0.7058385513623288,0.6437240248929574,0.6837924370668707,0.9876544254526992,0.9772275636703087,0.9873795443144479,0.0001,1,2,"{'krr__alpha': 0.0001, 'krr__coef0': 1, 'krr__degree': 2}",62,91,70,0.701810797089186,0.6417808219178082,0.6802177858439201,0.9875190387544424,0.9769711497303313,0.987239932523033,0.7148417667964122,0.6606164383561643,0.6960129893559445,0.9877305804704688,0.9783408954712781,0.9874708372937008,0.7013030969707226,0.6356164383561644,0.6777432901223298,0.9877728888136741,0.9773991952743772,0.9875016217618822,0.7085801320020308,0.6513698630136986,0.6883821932681867,0.9879844305297004,0.9775704134919956,0.9877173254908744,0.7026569639532916,0.6292365628209518,0.6766059267439721,0.9872651886952107,0.9758561643835616,0.9869680045027492,5.045769115601652,0.9465101731570168,0.005205570132483298,0.011164300495082817,0.007367821943845049,0.0002443650207851183,0.0008164551695103506,0.00025541726773891803
161,97.39239354133606,5.147700548171997,0.7046877644271451,0.662763151107005,0.6891795673044739,0.7096209172448807,0.6673001980150415,0.6943174164856044,10,1,1,"{'krr__alpha': 10, 'krr__coef0': 1, 'krr__degree': 1}",63,66,67,0.6985953630055847,0.6465753424657534,0.679503329134425,0.7110763242511423,0.6708329766287133,0.6965023776721034,0.7182264342528346,0.6928082191780822,0.7084573629837156,0.7051954645456084,0.6633849841623148,0.6898424285587109,0.7051954645456084,0.6613013698630137,0.6891506067094932,0.7109070908783212,0.6667237394058728,0.6950778704984605,0.7011338635979015,0.6551369863013699,0.6841917024320459,0.7125148079201219,0.6674942213851554,0.6965027468846309,0.7002876967337959,0.6579938377268059,0.6845948352626893,0.7084108986292097,0.6680650684931507,0.6936616588141168,17.29840356884888,0.7480598441540867,0.00710860748601171,0.01579742262628928,0.010111007803089982,0.0025766579925650688,0.0023985162367729704,0.002473198322603453
154,100.20692524909973,6.0393884658813475,0.7045523777288881,0.6755021502300301,0.6931448267768131,0.708317820274158,0.6789432317790394,0.6970316757353561,10,0,1,"{'krr__alpha': 10, 'krr__coef0': 0, 'krr__degree': 1}",64,40,63,0.697579962768658,0.6592465753424658,0.6829874046478623,0.7097647656117786,0.6825614245355706,0.6992019643953344,0.7183956676256558,0.7061643835616438,0.7125086385625431,0.70392621424945,0.6752846502867905,0.6927197681566698,0.7035031308173972,0.6708904109589041,0.691005291005291,0.7091301404636995,0.6775960962246383,0.6972032591940103,0.7024877305804704,0.6726027397260274,0.6908195568061906,0.7117109493992215,0.6798219330536769,0.6997708847373987,0.7007953968522592,0.6686066415611092,0.6884032428621784,0.7070570316466407,0.6794520547945205,0.6962625021933673,13.64203482711474,0.5091096267014752,0.007207355101279359,0.01601024064769961,0.010105419763199341,0.0026511367976504554,0.0024216658874380206,0.0025070713836113
104,145.62680106163026,21.126921367645263,0.6979861228634288,0.7154307025647999,0.7006997168059012,0.9996107632425113,0.9996917998787399,0.9996062273978733,0.001,0,7,"{'krr__alpha': 0.001, 'krr__coef0': 0, 'krr__degree': 7}",65,16,59,0.6982568962599425,0.7202054794520548,0.7022875271330773,0.9994499915383314,0.9997431726735725,0.9994437074757156,0.7029954306989338,0.7304794520547945,0.7085201793721974,0.9997461499407683,0.9999143908911908,0.9997432166395618,0.6982568962599425,0.708904109589041,0.6989701164950195,0.9996615332543578,0.9998287817823817,0.9996576221860822,0.6903029277373498,0.7058219178082191,0.6925403225806451,0.9995769165679472,0.9994007362383358,0.9995718811542085,0.7001184633609748,0.7117425539198905,0.7011804384485666,0.9996192249111525,0.9995719178082192,0.9996147095337985,12.340407808042446,2.998195421774402,0.0042146925106880465,0.008919539857326124,0.005166799803402442,9.795089611430767e-05,0.00018441242821229633,9.906746466453293e-05
121,147.70315127372743,19.719569396972656,0.6978168894906076,0.642901028452444,0.6777167679813123,0.9987222880352006,0.9974316798266241,0.9987056223074127,0.01,1,3,"{'krr__alpha': 0.01, 'krr__coef0': 1, 'krr__degree': 3}",66,92,73,0.6953799289219834,0.6414383561643836,0.6754417598269022,0.9986884413606363,0.9973461176269155,0.9986712957009987,0.7041800643086816,0.647945205479452,0.6840202458423715,0.998646133017431,0.9973461176269155,0.9986284930567462,0.6963953291589101,0.6400684931506849,0.675704989154013,0.9987730580470469,0.9975173358445338,0.9987571251017872,0.6928414283296667,0.6400684931506849,0.6731496488384656,0.9988576747334574,0.9976885540621522,0.9988429397900149,0.7002876967337959,0.6449845943170147,0.6802671962448095,0.998646133017431,0.9972602739726028,0.9986282578875172,16.384898267133263,2.405857236556146,0.003982705275364468,0.003097447054768884,0.003906917221791822,8.203892126277348e-05,0.00015319469515164385,8.321192166828537e-05
170,146.8232895851135,20.68362283706665,0.6974107293958369,0.7353601928406953,0.7060104445248391,0.7145963784058217,0.7541263868968808,0.7231186460558149,100,0,3,"{'krr__alpha': 100, 'krr__coef0': 0, 'krr__degree': 3}",67,11,55,0.6940260619394144,0.7222602739726027,0.6999668104878858,0.7163648671518024,0.7561852581114631,0.7249076733688963,0.7029954306989338,0.7554794520547945,0.7154207880655099,0.7139532915891014,0.7541306395000428,0.7226711514007957,0.6969030292773735,0.7246575342465753,0.7026398804582433,0.7137840582162802,0.7535313757383786,0.722393204481103,0.6962260957860891,0.7332191780821918,0.7046239921013658,0.7174648840751396,0.7551579488057529,0.7254111842105262,0.6969030292773735,0.7411845258473125,0.7074007515111909,0.7114147909967846,0.7516267123287671,0.720210016817753,10.833534553842087,1.2324744720874925,0.0029854225176780993,0.01207846153965905,0.005297093238596909,0.0021237608342319966,0.0015430813303207113,0.001878456329375696
141,107.20589618682861,5.649910116195679,0.6973091893721441,0.5985895944811543,0.6615378853811784,0.7818158740903706,0.6952777165353408,0.7590169149112261,1,0,2,"{'krr__alpha': 1, 'krr__coef0': 0, 'krr__degree': 2}",68,162,86,0.7024877305804704,0.5948630136986301,0.6639908256880734,0.7841005246234557,0.6954027908569472,0.7609724108857557,0.7104416991030631,0.6123287671232877,0.6763760166445999,0.7808004738534439,0.6945466997688554,0.7579763628719578,0.6909798612286343,0.5845890410958904,0.6515267175572519,0.7815197156879337,0.6931769540279086,0.7582170615226146,0.6887798273819598,0.6092465753424657,0.6592551417454141,0.7812235572854968,0.6982278914476501,0.7592980496206303,0.6938568285665934,0.5919205751454981,0.6565407252705525,0.7814350990015231,0.6950342465753425,0.7586206896551725,5.00009852511882,0.6275745935454972,0.008049960331809661,0.01055191759151258,0.00844503480651668,0.0011691196999823147,0.0016568670342596338,0.0010754077993456136
172,145.40504865646363,19.851989936828613,0.6966661025554239,0.7375517860743882,0.7061199063787711,0.7548739211372484,0.8009382567757264,0.7635681340420644,100,0,5,"{'krr__alpha': 100, 'krr__coef0': 0, 'krr__degree': 5}",69,9,54,0.6950414621763412,0.725,0.701457919151756,0.7536385175156541,0.7996746853865251,0.7623750255049989,0.7007953968522592,0.7558219178082192,0.7140084115173084,0.7557116263327128,0.8017293039979454,0.7643650016323865,0.6908106278558132,0.7246575342465753,0.6984650932497112,0.7518615671010324,0.7993322489512884,0.7609927054892213,0.6972414960230158,0.7383561643835617,0.7067693820685134,0.7599847689964461,0.8050680592415033,0.7682692700461582,0.6994415298696903,0.7439233139335844,0.7098987259065664,0.753173125740396,0.7988869863013699,0.7618386675375572,9.915258618605945,0.964773405943958,0.0035216810227028726,0.011822437727918732,0.005608210016781169,0.002839567564404243,0.002283182360690798,0.0025993488526060964
191,142.2594533920288,18.281647634506225,0.6958199356913183,0.6496129116975327,0.6785076443667686,0.7002369267219496,0.6543901362474831,0.6833118768914819,1000,1,3,"{'krr__alpha': 1000, 'krr__coef0': 1, 'krr__degree': 3}",70,84,72,0.6953799289219834,0.6448630136986301,0.6766079770032338,0.7001184633609748,0.6549952914990155,0.6834301027244305,0.704687764427145,0.6674657534246575,0.6907673223462697,0.6987222880352005,0.6531975002140228,0.6818283365354542,0.6903029277373498,0.638013698630137,0.6706263498920088,0.7012184802843121,0.6545672459549696,0.6840833855238436,0.6952106955491623,0.6462328767123288,0.67695067264574,0.7004992384498223,0.653283109322832,0.683138624054429,0.6935183618209511,0.6514892160219103,0.6775858999465908,0.7006261634794382,0.6559075342465753,0.6840789356192517,7.932277796000731,1.241241667233077,0.004794534076231749,0.009907294150629345,0.006622643227099507,0.0008356942037655513,0.0010342114614335695,0.0008280689032613959
138,143.357923746109,19.113193893432616,0.6948045354543917,0.6391340693044697,0.6742441180105714,1.0,1.0,1.0,0.1,1,6,"{'krr__alpha': 0.1, 'krr__coef0': 1, 'krr__degree': 6}",71,96,77,0.6938568285665934,0.6373287671232877,0.6729343699150244,1.0,1.0,1.0,0.6965645625317313,0.6455479452054794,0.6776918928635628,1.0,1.0,1.0,0.6914875613470977,0.6304794520547945,0.6688465031789284,1.0,1.0,1.0,0.69334912844813,0.6397260273972603,0.6733958183129056,1.0,1.0,1.0,0.6987645963784058,0.6425881547415269,0.6783520057824358,1.0,1.0,1.0,8.988489690447539,2.81947731789771,0.002561189292589955,0.005129920864251612,0.0034736491390114465,0.0,0.0,0.0
113,108.83136911392212,5.217859172821045,0.6948045354543916,0.6034519750695249,0.661492022767762,0.8866897952276188,0.8291041637104162,0.8785247287115135,0.01,0,2,"{'krr__alpha': 0.01, 'krr__coef0': 0, 'krr__degree': 2}",72,160,87,0.6970722626501946,0.5979452054794521,0.6611132146914048,0.8866136402098493,0.8326341922780583,0.8789083679739743,0.704687764427145,0.6188356164383562,0.6743795484232133,0.885936706718565,0.8251005907028508,0.8772983797560531,0.690472161110171,0.5938356164383561,0.654710213328299,0.8880521238788289,0.8315212738635391,0.8801196085538239,0.690641394482992,0.6054794520547945,0.6592095451155854,0.8846251480792012,0.827583254858317,0.8763881963646254,0.6911490946014555,0.6011639849366656,0.6580475922803074,0.8882213572516501,0.8286815068493151,0.8799090909090909,5.1064430674469925,1.0413489210797486,0.005518772682362959,0.008588374097349053,0.006771979887262092,0.0013444204196628386,0.0027138136474797086,0.0014612311055441402
157,138.8733916759491,21.61843204498291,0.6935860551700795,0.6501619120867784,0.6770904831171136,0.8325435775935015,0.8182487659974692,0.8284563062281032,10,0,4,"{'krr__alpha': 10, 'krr__coef0': 0, 'krr__degree': 4}",73,82,74,0.6940260619394144,0.6476027397260274,0.6765652951699463,0.832628194279912,0.8149987158633679,0.8279700817533484,0.6979184295143002,0.6667808219178082,0.6856840993132595,0.8324589609070909,0.8257854635733242,0.8296920694993979,0.6977491961414791,0.6407534246575343,0.676917510853835,0.8303858520900321,0.8099477784436264,0.8251711656709259,0.6889490607547808,0.6595890410958904,0.6769771528998244,0.8321628025046539,0.821333789915247,0.8286763118117038,0.6892875275004231,0.6360835330366313,0.6693083573487032,0.8350820781858183,0.8191780821917808,0.8307719024051402,10.994657587438848,2.862289505935009,0.003905736127737797,0.01147456910636941,0.005190959570712953,0.0015006048274638967,0.005415755381392207,0.001895577046435561
169,108.93437519073487,5.232935047149658,0.692604501607717,0.5901653355718861,0.6547942412126283,0.7090116771027247,0.6087254533471402,0.6740041182555585,100,0,2,"{'krr__alpha': 100, 'krr__coef0': 0, 'krr__degree': 2}",74,163,97,0.6881028938906752,0.571917808219178,0.6444144317962569,0.7079455068539516,0.598750107011386,0.6695706285003111,0.6999492299881537,0.6054794520547945,0.6660388020342813,0.707395498392283,0.609365636503724,0.67303328290469,0.6886105940091386,0.5791095890410959,0.6476445806204519,0.7087916737180572,0.6099649002653882,0.6743008564803861,0.6938568285665934,0.6082191780821918,0.6625629546726358,0.7101032323574209,0.6154438832291755,0.6772491756947715,0.6925029615840244,0.5861006504621705,0.6533104369395154,0.7108224741919107,0.6101027397260274,0.6758666476976336,2.523149925384541,0.4870382345065,0.004283443430578817,0.01436792847922804,0.008340897099472892,0.00128589525895217,0.00544954705465815,0.0026338496528405496
174,147.34264707565308,21.47102336883545,0.6920291081401252,0.7334424549671017,0.7017907193621019,0.8019800304620072,0.8516025731987199,0.8095484415179088,100,0,7,"{'krr__alpha': 100, 'krr__coef0': 0, 'krr__degree': 7}",75,12,58,0.689118294127602,0.7208904109589042,0.6962129981809161,0.8028431206633948,0.8513825871072682,0.8101832993890021,0.6960568624132679,0.7506849315068493,0.7093851132686085,0.8046623794212219,0.8546357332420169,0.8121872838953748,0.686410560162464,0.7184931506849315,0.6936683749380063,0.7999661533254357,0.8503552778015581,0.8077579897535985,0.69334912844813,0.736986301369863,0.7037279267495095,0.8041123709595532,0.8533515966098792,0.8115281283074167,0.6952106955491623,0.7401574803149606,0.7059591836734694,0.7983161279404298,0.8482876712328767,0.8060855062441525,9.645056841911297,2.7824091520758274,0.0036913053553584447,0.012132509363500535,0.00593105620446886,0.0024481290587316856,0.0022294329984281283,0.002301448744799624
127,106.09100966453552,5.121283102035522,0.6915214080216618,0.6011234189829905,0.6582450513227291,0.8298527669656457,0.7580987785456536,0.81494480618672,0.1,0,2,"{'krr__alpha': 0.1, 'krr__coef0': 0, 'krr__degree': 2}",76,161,93,0.6985953630055847,0.5986301369863014,0.6624976312298654,0.8322474191910645,0.7630339868161973,0.8180441466660548,0.7029954306989338,0.6164383561643836,0.6722689075630252,0.8302166187172111,0.7557572125674171,0.8148045595089759,0.6860720934168218,0.5910958904109589,0.6504616544186923,0.8292012184802843,0.7557572125674171,0.8139031023832572,0.6833643594516838,0.6013698630136987,0.652424298718187,0.8267050262311728,0.7567845218731273,0.8119030124908155,0.6865797935352852,0.5980828483396097,0.6535727646838757,0.8308935522084955,0.7591609589041096,0.8160692098844968,7.921468606382444,0.37607960728486395,0.0077761952172072865,0.008374018028946457,0.008136899537289756,0.0018591809196412757,0.0027632459481443726,0.002060462080001908
99,105.141801404953,5.058265161514282,0.6899983076662718,0.6090687886021394,0.6600377369825896,0.9419783381282789,0.9071638816342661,0.9392219684147379,0.001,0,2,"{'krr__alpha': 0.001, 'krr__coef0': 0, 'krr__degree': 2}",77,158,90,0.6886105940091386,0.6047945205479452,0.6574832464631423,0.9427991199864614,0.9100248266415547,0.9402087387228021,0.7026569639532916,0.6277397260273972,0.6760095887884935,0.9408952445422237,0.9049738892218132,0.9380185456320156,0.685056693179895,0.5989726027397261,0.6527337189774212,0.9426298866136402,0.9068572896156151,0.9398456215065211,0.6925029615840244,0.6181506849315068,0.6651925557398193,0.9412337112878659,0.9074565533772794,0.9385098941962902,0.6811643256050093,0.5956864087641218,0.6487695749440716,0.9423337282112032,0.9065068493150685,0.9395270420160611,5.555932745652484,1.0720856283210445,0.007360698502526636,0.012086150518438452,0.009680059742477947,0.0007683828793194589,0.001648782580260958,0.0008259545760567165
143,142.8023362159729,20.08543372154236,0.6874259603993909,0.6165344482326843,0.6608852368096513,0.915256388559824,0.9023868142036064,0.913229947890399,1,0,4,"{'krr__alpha': 1, 'krr__coef0': 0, 'krr__degree': 4}",78,141,88,0.6899644609917076,0.6205479452054794,0.6642228739002932,0.9141563716364867,0.9040321890249122,0.9123504255043415,0.6963953291589101,0.6273972602739726,0.6713081714913889,0.9153410052462345,0.8989812516051708,0.9130113463461288,0.6865797935352852,0.6017123287671233,0.6548639582556839,0.9143679133525131,0.900522215563736,0.9122365796548434,0.6857336266711795,0.635958904109589,0.6666666666666666,0.9168217972584194,0.9065148531803784,0.9150535776011062,0.6784565916398714,0.5970558028072578,0.6473645137342242,0.9155948553054662,0.9018835616438357,0.9134978103455752,11.132850662617159,1.9933716943462707,0.005846761991995716,0.014903229063324908,0.008628650738406782,0.000956205996718023,0.002648615182880343,0.0010203433079911232
102,143.38555760383605,19.90356650352478,0.6856997799966154,0.688720507613737,0.6840853479436073,0.9999915383313589,0.9999828781782382,0.9999914387226575,0.001,0,5,"{'krr__alpha': 0.001, 'krr__coef0': 0, 'krr__degree': 5}",79,22,69,0.6833643594516838,0.688013698630137,0.6822890134148412,1.0,1.0,1.0,0.6980876628871213,0.7123287671232876,0.6998654104979812,1.0,1.0,1.0,0.6840412929429683,0.6828767123287671,0.6811272416737831,1.0,1.0,1.0,0.6781181248942292,0.6797945205479452,0.6760899182561309,0.9999576916567947,0.9999143908911908,0.999957193613287,0.684887459807074,0.6805888394385484,0.6810551558752999,1.0,1.0,1.0,9.723432668019493,1.9533916471010584,0.006630320793439307,0.012147400641719848,0.008174307854748045,1.6923337282115367e-05,3.4243643523668155e-05,1.7122554685178316e-05
114,151.96049370765687,22.369263648986816,0.6843797596886105,0.6674888033278151,0.6764005134570887,0.9977068877982738,0.9971748481024683,0.9976787769418678,0.01,0,3,"{'krr__alpha': 0.01, 'krr__coef0': 0, 'krr__degree': 3}",80,56,75,0.6818412590962938,0.6712328767123288,0.6758620689655173,0.9977999661533254,0.9974317267357247,0.9977734007022352,0.6831951260788628,0.6753424657534246,0.6781292984869326,0.9975038077508884,0.9970036811916788,0.9974733416127789,0.685056693179895,0.6702054794520548,0.6777489177489178,0.9977999661533254,0.9974317267357247,0.9977734007022352,0.6816720257234726,0.6571917808219178,0.6710963455149502,0.9977153494669149,0.9970036811916788,0.997686969930609,0.6901336943645286,0.6634714138993495,0.6791659365691256,0.9977153494669149,0.9970034246575342,0.9976867717614805,7.232835314351112,3.0736497578285773,0.0031223442628529425,0.00640697305246357,0.0028593207875695355,0.00010836223112936387,0.00020974054668509678,0.00010976523010056485
